32	28
28	32
29	31
31	29
27	33
55	5
28	32
16	44
24	36
44	16
17	43
46	14
35	25
21	39
27	33
35	25
22	38
5	55
34	26
20	40
46	14
40	20
19	41
25	35
28	32
33	27
26	34
30	30
7	53
30	30
20	40
23	37
29	31
26	34
43	17
22	38
16	44
34	26
18	42
22	38
24	36
24	36
17	43
49	11
33	27
31	29
29	31
35	25
5	55
16	44
18	42
45	15
40	20
38	22
42	18
34	26
23	37
25	35
17	43
23	37
40	20
30	30
46	14
29	31
46	14
50	10
25	35
33	27
15	45
38	22
37	23
44	16
30	30
42	18
30	30
7	53
16	44
35	25
22	38
18	42
34	26
40	20
45	15
24	36
25	35
12	48
23	37
31	29
21	39
19	41
37	23
46	14
19	41
43	17
40	20
44	16
49	11
38	22
11	49
19	41
31	29
8	52
48	12
32	28
18	42
50	10
45	15
26	34
32	28
30	30
35	25
25	35
18	42
29	31
31	29
22	38
35	25
52	8
37	23
39	21
37	23
26	34
25	35
31	29
39	21
19	41
19	41
23	37
35	25
31	29
25	35
34	26
26	34
26	34
29	31
49	11
33	27
15	45
28	32
10	50
29	31
41	19
10	50
44	16
37	23
38	22
34	26
46	14
32	28
42	18
34	26
16	44
18	42
47	13
24	36
28	32
14	46
35	25
32	28
21	39
28	32
34	26
23	37
35	25
36	24
43	17
28	32
38	22
29	31
36	24
28	32
22	38
9	51
28	32
32	28
29	31
28	32
35	25
39	21
26	34
45	15
35	25
46	14
22	38
24	36
19	41
44	16
9	51
36	24
49	11
26	34
14	46
29	31
58	2
20	40
33	27
41	19
24	36
15	45
36	24
36	24
46	14
41	19
31	29
46	14
41	19
10	50
26	34
21	39
23	37
44	16
27	33
36	24
25	35
45	15
32	28
30	30
18	42
49	11
15	45
31	29
26	34
24	36
29	31
30	30
45	15
35	25
28	32
24	36
31	29
38	22
19	41
14	46
27	33
21	39
26	34
39	21
27	33
15	45
15	45
15	45
37	23
33	27
39	21
17	43
52	8
44	16
37	23
20	40
22	38
16	44
47	13
50	10
35	25
46	14
23	37
40	20
42	18
39	21
15	45
23	37
15	45
18	42
23	37
36	24
34	26
25	35
39	21
17	43
8	52
36	24
31	29
39	21
18	42
18	42
27	33
31	29
9	51
22	38
20	40
24	36
18	42
20	40
38	22
18	42
23	37
42	18
43	17
40	20
10	50
25	35
37	23
33	27
21	39
23	37
20	40
39	21
47	13
15	45
16	44
21	39
41	19
18	42
30	30
33	27
20	40
11	49
19	41
41	19
39	21
48	12
28	32
22	38
23	37
41	19
26	34
11	49
34	26
30	30
44	16
36	24
22	38
19	41
36	24
24	36
24	36
51	9
43	17
40	20
34	26
28	32
34	26
7	53
27	33
42	18
33	27
27	33
43	17
19	41
26	34
33	27
32	28
42	18
44	16
10	50
36	24
26	34
25	35
30	30
11	49
21	39
45	15
39	21
22	38
15	45
52	8
22	38
51	9
47	13
22	38
39	21
27	33
33	27
27	33
42	18
45	15
22	38
47	13
21	39
11	49
46	14
45	15
43	17
18	42
37	23
50	10
54	6
33	27
11	49
33	27
39	21
19	41
21	39
20	40
24	36
43	17
26	34
43	17
2	58
25	35
30	30
31	29
41	19
31	29
29	31
49	11
38	22
44	16
53	7
32	28
34	26
11	49
15	45
38	22
21	39
24	36
22	38
27	33
49	11
24	36
41	19
42	18
29	31
36	24
25	35
35	25
25	35
31	29
17	43
26	34
47	13
45	15
23	37
20	40
32	28
32	28
36	24
21	39
45	15
33	27
31	29
29	31
43	17
47	13
16	44
21	39
43	17
23	37
20	40
32	28
30	30
44	16
25	35
22	38
34	26
41	19
27	33
23	37
33	27
25	35
26	34
28	32
31	29
26	34
22	38
27	33
11	49
35	25
45	15
29	31
15	45
51	9
35	25
13	47
14	46
50	10
40	20
14	46
37	23
35	25
14	46
30	30
26	34
36	24
19	41
19	41
42	18
48	12
39	21
35	25
21	39
21	39
26	34
5	55
36	24
17	43
42	18
30	30
41	19
24	36
23	37
28	32
37	23
51	9
22	38
14	46
23	37
49	11
40	20
43	17
33	27
26	34
33	27
12	48
25	35
19	41
32	28
12	48
35	25
29	31
28	32
24	36
27	33
45	15
50	10
41	19
31	29
46	14
45	15
29	31
39	21
30	30
43	17
29	31
18	42
50	10
49	11
27	33
21	39
33	27
47	13
50	10
26	34
24	36
33	27
43	17
16	44
26	34
28	32
48	12
28	32
19	41
44	16
45	15
35	25
50	10
17	43
19	41
10	50
36	24
26	34
43	17
28	32
52	8
29	31
30	30
18	42
20	40
19	41
12	48
37	23
28	32
21	39
31	29
33	27
31	29
39	21
34	26
7	53
50	10
45	15
20	40
26	34
32	28
20	40
24	36
28	32
21	39
35	25
25	35
33	27
32	28
12	48
27	33
29	31
31	29
18	42
29	31
28	32
30	30
8	52
28	32
23	37
22	38
32	28
19	41
27	33
28	32
16	44
30	30
40	20
35	25
43	17
26	34
41	19
12	48
31	29
41	19
31	29
49	11
27	33
32	28
24	36
38	22
38	22
42	18
37	23
25	35
43	17
36	24
29	31
20	40
20	40
52	8
24	36
21	39
43	17
24	36
32	28
17	43
17	43
51	9
29	31
32	28
43	17
38	22
43	17
34	26
8	52
50	10
33	27
14	46
23	37
17	43
37	23
40	20
23	37
24	36
46	14
53	7
30	30
22	38
42	18
28	32
19	41
46	14
42	18
29	31
32	28
21	39
37	23
16	44
54	6
16	44
36	24
45	15
15	45
15	45
23	37
21	39
32	28
33	27
19	41
27	33
9	51
34	26
38	22
27	33
44	16
30	30
29	31
46	14
28	32
20	40
35	25
27	33
22	38
17	43
43	17
35	25
44	16
30	30
38	22
8	52
26	34
23	37
29	31
26	34
33	27
38	22
40	20
33	27
19	41
39	21
11	49
19	41
33	27
39	21
28	32
20	40
41	19
15	45
32	28
33	27
36	24
10	50
23	37
25	35
31	29
27	33
34	26
17	43
29	31
38	22
41	19
24	36
49	11
34	26
52	8
26	34
22	38
38	22
37	23
27	33
13	47
32	28
15	45
51	9
25	35
26	34
33	27
39	21
15	45
9	51
24	36
37	23
33	27
39	21
30	30
32	28
43	17
43	17
26	34
8	52
28	32
36	24
41	19
25	35
28	32
37	23
24	36
33	27
39	21
27	33
5	55
12	48
27	33
47	13
26	34
18	42
27	33
29	31
39	21
29	31
37	23
33	27
24	36
20	40
32	28
35	25
35	25
22	38
41	19
34	26
32	28
35	25
32	28
34	26
29	31
29	31
19	41
33	27
19	41
36	24
22	38
23	37
41	19
53	7
17	43
21	39
48	12
34	26
12	48
22	38
31	29
36	24
30	30
23	37
23	37
39	21
31	29
17	43
42	18
22	38
38	22
51	9
16	44
39	21
38	22
36	24
31	29
19	41
16	44
24	36
9	51
25	35
39	21
21	39
25	35
39	21
38	22
27	33
43	17
24	36
40	20
33	27
16	44
16	44
39	21
15	45
34	26
25	35
44	16
21	39
14	46
37	23
27	33
28	32
36	24
36	24
44	16
32	28
38	22
15	45
46	14
46	14
25	35
43	17
26	34
38	22
37	23
22	38
36	24
22	38
38	22
15	45
32	28
40	20
34	26
19	41
15	45
33	27
51	9
38	22
27	33
16	44
41	19
24	36
25	35
25	35
37	23
28	32
16	44
20	40
31	29
23	37
26	34
25	35
41	19
30	30
29	31
18	42
35	25
30	30
24	36
34	26
14	46
20	40
29	31
44	16
32	28
11	49
18	42
45	15
39	21
21	39
26	34
47	13
12	48
33	27
33	27
33	27
31	29
44	16
18	42
44	16
32	28
23	37
11	49
41	19
21	39
30	30
37	23
20	40
19	41
8	52
38	22
27	33
16	44
24	36
25	35
33	27
42	18
33	27
29	31
33	27
43	17
22	38
44	16
43	17
41	19
14	46
21	39
23	37
12	48
23	37
34	26
35	25
39	21
24	36
23	37
5	55
24	36
35	25
24	36
40	20
29	31
47	13
49	11
32	28
31	29
33	27
51	9
43	17
27	33
16	44
38	22
49	11
36	24
27	33
13	47
37	23
11	49
20	40
15	45
32	28
23	37
23	37
6	54
27	33
5	55
10	50
36	24
44	16
34	26
23	37
33	27
37	23
29	31
30	30
21	39
25	35
26	34
21	39
29	31
17	43
13	47
31	29
18	42
39	21
44	16
39	21
14	46
39	21
23	37
14	46
46	14
31	29
16	44
23	37
29	31
33	27
28	32
14	46
14	46
24	36
19	41
34	26
14	46
20	40
37	23
34	26
32	28
43	17
44	16
37	23
50	10
29	31
34	26
23	37
27	33
49	11
27	33
24	36
27	33
10	50
33	27
50	10
25	35
23	37
34	26
32	28
22	38
26	34
38	22
31	29
33	27
28	32
38	22
33	27
21	39
23	37
32	28
19	41
29	31
39	21
2	58
46	14
34	26
48	12
13	47
43	17
26	34
26	34
35	25
34	26
30	30
17	43
18	42
28	32
39	21
14	46
40	20
24	36
27	33
15	45
9	51
26	34
41	19
43	17
29	31
31	29
19	41
34	26
37	23
36	24
33	27
47	13
42	18
38	22
15	45
34	26
18	42
12	48
25	35
37	23
25	35
30	30
32	28
34	26
35	25
41	19
30	30
26	34
24	36
36	24
33	27
18	42
38	22
23	37
31	29
17	43
49	11
30	30
27	33
30	30
46	14
22	38
46	14
27	33
44	16
7	53
47	13
44	16
37	23
24	36
35	25
19	41
42	18
39	21
43	17
52	8
46	14
22	38
26	34
53	7
22	38
24	36
14	46
12	48
21	39
23	37
10	50
33	27
51	9
49	11
30	30
35	25
36	24
15	45
14	46
36	24
23	37
33	27
25	35
33	27
25	35
21	39
12	48
27	33
29	31
27	33
28	32
38	22
26	34
20	40
25	35
31	29
18	42
34	26
24	36
28	32
4	56
47	13
31	29
22	38
23	37
33	27
36	24
13	47
40	20
17	43
17	43
37	23
41	19
10	50
40	20
38	22
22	38
32	28
26	34
20	40
20	40
44	16
22	38
42	18
19	41
34	26
29	31
27	33
27	33
54	6
11	49
36	24
29	31
41	19
35	25
29	31
24	36
34	26
34	26
33	27
47	13
16	44
42	18
13	47
42	18
32	28
45	15
30	30
30	30
55	5
39	21
39	21
25	35
37	23
18	42
34	26
53	7
16	44
26	34
37	23
21	39
36	24
40	20
36	24
28	32
33	27
26	34
29	31
18	42
38	22
31	29
23	37
20	40
32	28
30	30
21	39
46	14
34	26
28	32
29	31
31	29
28	32
45	15
45	15
34	26
30	30
36	24
40	20
26	34
38	22
37	23
31	29
18	42
37	23
49	11
12	48
33	27
19	41
37	23
17	43
44	16
24	36
19	41
41	19
28	32
28	32
16	44
31	29
44	16
25	35
17	43
44	16
45	15
20	40
28	32
26	34
39	21
25	35
38	22
38	22
23	37
31	29
12	48
52	8
12	48
45	15
46	14
16	44
32	28
19	41
49	11
44	16
35	25
39	21
21	39
23	37
22	38
24	36
43	17
23	37
15	45
50	10
42	18
38	22
38	22
13	47
19	41
39	21
24	36
20	40
30	30
29	31
21	39
23	37
33	27
30	30
46	14
33	27
29	31
11	49
40	20
36	24
32	28
28	32
17	43
37	23
19	41
48	12
33	27
37	23
32	28
33	27
28	32
18	42
24	36
43	17
25	35
22	38
46	14
42	18
27	33
37	23
12	48
27	33
40	20
11	49
44	16
34	26
22	38
41	19
15	45
41	19
39	21
15	45
14	46
41	19
15	45
36	24
33	27
27	33
18	42
31	29
40	20
31	29
42	18
33	27
34	26
10	50
16	44
50	10
43	17
29	31
33	27
23	37
49	11
39	21
30	30
14	46
39	21
24	36
32	28
32	28
22	38
35	25
47	13
44	16
23	37
51	9
33	27
27	33
28	32
33	27
50	10
23	37
25	35
13	47
44	16
19	41
39	21
24	36
36	24
49	11
38	22
20	40
37	23
29	31
26	34
40	20
24	36
21	39
17	43
18	42
18	42
13	47
40	20
33	27
37	23
20	40
31	29
25	35
35	25
29	31
31	29
38	22
25	35
23	37
30	30
43	17
24	36
22	38
30	30
23	37
31	29
44	16
